image_path,transcription,source,split
data/iam/iam_words/words\a02\a02-024\a02-024-03-02.png,be,iam,train
data/iam/iam_words/words\e01\e01-018\e01-018-06-00.png,silver,iam,train
data/iam/iam_words/words\c03\c03-081b\c03-081b-08-04.png,performance,iam,train
data/iam/iam_words/words\d06\d06-008\d06-008-03-02.png,of,iam,train
data/iam/iam_words/words\c06\c06-128\c06-128-06-03.png,her,iam,train
data/iam/iam_words/words\e01\e01-119\e01-119-00-08.png,long,iam,train
data/iam/iam_words/words\c03\c03-084a\c03-084a-05-00.png,We,iam,train
data/iam/iam_words/words\d06\d06-008\d06-008-04-04.png,may,iam,train
data/synthetic/images/synth_00244.png,Tab. Azithromycin 500mg OD x 3d,synthetic,train
data/iam/iam_words/words\e01\e01-025\e01-025-04-02.png,would,iam,train
data/iam/iam_words/words\a06\a06-014\a06-014-01-01.png,to,iam,train
data/iam/iam_words/words\c06\c06-083\c06-083-01-02.png,not,iam,train
data/iam/iam_words/words\b01\b01-044\b01-044-05-04.png,years,iam,train
data/iam/iam_words/words\b06\b06-068\b06-068-06-02.png,and,iam,train
data/iam/iam_words/words\a02\a02-020\a02-020-04-01.png,to,iam,train
data/iam/iam_words/words\a01\a01-003\a01-003-07-00.png,that,iam,train
data/iam/iam_words/words\a01\a01-043\a01-043-03-05.png,has,iam,train
data/iam/iam_words/words\b04\b04-075\b04-075-01-09.png,have,iam,train
data/iam/iam_words/words\c03\c03-081a\c03-081a-02-00.png,for,iam,train
data/iam/iam_words/words\d06\d06-086\d06-086-04-04.png,day,iam,train
data/iam/iam_words/words\e01\e01-059\e01-059-02-04.png,at,iam,train
data/iam/iam_words/words\a06\a06-110\a06-110-06-03.png,bound,iam,train
data/iam/iam_words/words\d06\d06-060\d06-060-08-03.png,which,iam,train
data/iam/iam_words/words\b04\b04-154\b04-154-06-08.png,who,iam,train
data/iam/iam_words/words\c03\c03-016c\c03-016c-08-03.png,lover,iam,train
data/iam/iam_words/words\b01\b01-062\b01-062-06-02.png,to,iam,train
data/iam/iam_words/words\d04\d04-016\d04-016-08-02.png,to,iam,train
data/iam/iam_words/words\c03\c03-094f\c03-094f-07-01.png,set,iam,train
data/iam/iam_words/words\a01\a01-053u\a01-053u-00-01.png,said,iam,train
data/iam/iam_words/words\d07\d07-089\d07-089-10-03.png,the,iam,train
data/iam/iam_words/words\b05\b05-045\b05-045-03-02.png,completely,iam,train
data/iam/iam_words/words\c03\c03-081f\c03-081f-07-04.png,in,iam,train
data/iam/iam_words/words\a01\a01-072x\a01-072x-01-05.png,answer,iam,train
data/iam/iam_words/words\e04\e04-109\e04-109-00-03.png,No.,iam,train
data/iam/iam_words/words\a01\a01-043u\a01-043u-03-06.png,aroused,iam,train
data/iam/iam_words/words\b06\b06-023\b06-023-02-06.png,are,iam,train
data/iam/iam_words/words\d06\d06-020\d06-020-00-06.png,cup,iam,train
data/iam/iam_words/words\b01\b01-033\b01-033-01-07.png,welcome,iam,train
data/iam/iam_words/words\c04\c04-080\c04-080-03-01.png,went,iam,train
data/iam/iam_words/words\a06\a06-025\a06-025-02-03.png,set,iam,train
data/iam/iam_words/words\d04\d04-032\d04-032-01-02.png,written,iam,train
data/iam/iam_words/words\d01\d01-016\d01-016-01-10.png,to,iam,train
data/iam/iam_words/words\a01\a01-072u\a01-072u-00-02.png,costs,iam,train
data/iam/iam_words/words\b01\b01-079\b01-079-01-06.png,The,iam,train
data/iam/iam_words/words\a01\a01-102\a01-102-01-00.png,healing,iam,train
data/iam/iam_words/words\a01\a01-091\a01-091-09-06.png,Labour,iam,train
data/iam/iam_words/words\a04\a04-023\a04-023-04-04.png,90-minute,iam,train
data/iam/iam_words/words\c03\c03-081f\c03-081f-02-05.png,be,iam,train
data/iam/iam_words/words\a01\a01-068u\a01-068u-03-03.png,is,iam,train
data/iam/iam_words/words\a06\a06-119\a06-119-06-02.png,year,iam,train
data/iam/iam_words/words\a02\a02-017\a02-017-07-00.png,negotiations,iam,train
data/iam/iam_words/words\a01\a01-122\a01-122-04-03.png,The,iam,train
data/iam/iam_words/words\e01\e01-113\e01-113-01-00.png,and,iam,train
data/iam/iam_words/words\d06\d06-086\d06-086-10-04.png,considerably,iam,train
data/iam/iam_words/words\e01\e01-102\e01-102-02-08.png,for,iam,train
data/iam/iam_words/words\a06\a06-100\a06-100-03-05.png,the,iam,train
data/iam/iam_words/words\e01\e01-022\e01-022-00-03.png,the,iam,train
data/iam/iam_words/words\b05\b05-083\b05-083-02-01.png,step,iam,train
data/synthetic/images/synth_00827.png,Inj. Ceftriaxone 1g IV BD,synthetic,train
data/iam/iam_words/words\c04\c04-039\c04-039-07-04.png,mind,iam,train
data/iam/iam_words/words\c06\c06-111\c06-111-00-03.png,situation,iam,train
data/iam/iam_words/words\a04\a04-006\a04-006-07-08.png,McGeorge,iam,train
data/iam/iam_words/words\e04\e04-095\e04-095-06-02.png,plane,iam,train
data/iam/iam_words/words\a06\a06-039\a06-039-04-05.png,the,iam,train
data/iam/iam_words/words\b05\b05-079\b05-079-03-07.png,able-bodied,iam,train
data/iam/iam_words/words\a01\a01-003\a01-003-08-04.png,not,iam,train
data/iam/iam_words/words\a03\a03-047\a03-047-08-04.png,or,iam,train
data/iam/iam_words/words\b04\b04-047\b04-047-00-06.png,foreigners,iam,train
data/iam/iam_words/words\b04\b04-134\b04-134-05-00.png,too,iam,train
data/iam/iam_words/words\a03\a03-037\a03-037-02-01.png,the,iam,train
data/iam/iam_words/words\a04\a04-092\a04-092-08-03.png,the,iam,train
data/iam/iam_words/words\b06\b06-093\b06-093-04-04.png,agreement,iam,train
data/iam/iam_words/words\a03\a03-047\a03-047-06-05.png,the,iam,train
data/iam/iam_words/words\c02\c02-078\c02-078-05-02.png,The,iam,train
data/iam/iam_words/words\d05\d05-025\d05-025-08-01.png,Prayer,iam,train
data/iam/iam_words/words\c03\c03-081b\c03-081b-08-05.png,of,iam,train
data/iam/iam_words/words\b06\b06-000\b06-000-04-01.png,German,iam,train
data/iam/iam_words/words\a06\a06-057\a06-057-03-02.png,Prime,iam,train
data/iam/iam_words/words\a06\a06-157\a06-157-03-03.png,and,iam,train
data/iam/iam_words/words\d04\d04-101\d04-101-03-07.png,inherit,iam,train
data/iam/iam_words/words\e01\e01-059\e01-059-06-01.png,for,iam,train
data/iam/iam_words/words\c03\c03-016e\c03-016e-06-05.png,incoherently,iam,train
data/iam/iam_words/words\e04\e04-011\e04-011-08-02.png,tray,iam,train
data/iam/iam_words/words\a01\a01-117u\a01-117u-04-02.png,28.5,iam,train
data/iam/iam_words/words\c04\c04-105\c04-105-04-09.png,to,iam,train
data/iam/iam_words/words\b06\b06-053\b06-053-00-03.png,always,iam,train
data/iam/iam_words/words\a02\a02-116\a02-116-02-01.png,of,iam,train
data/iam/iam_words/words\c03\c03-007a\c03-007a-03-03.png,the,iam,train
data/iam/iam_words/words\d04\d04-081\d04-081-05-02.png,to,iam,train
data/iam/iam_words/words\b04\b04-121\b04-121-04-08.png,can,iam,train
data/iam/iam_words/words\c03\c03-087b\c03-087b-02-04.png,which,iam,train
data/iam/iam_words/words\c06\c06-095\c06-095-03-05.png,scheming,iam,train
data/iam/iam_words/words\d04\d04-021\d04-021-06-06.png,Ps.,iam,train
data/iam/iam_words/words\d04\d04-101\d04-101-01-09.png,our,iam,train
data/iam/iam_words/words\d06\d06-000\d06-000-05-05.png,find,iam,train
data/iam/iam_words/words\b04\b04-181\b04-181-05-00.png,principal,iam,train
data/iam/iam_words/words\a04\a04-103\a04-103-06-00.png,in,iam,train
data/iam/iam_words/words\c03\c03-003c\c03-003c-03-07.png,the,iam,train
data/iam/iam_words/words\a04\a04-006\a04-006-00-04.png,Macmillan,iam,train
data/iam/iam_words/words\a06\a06-090\a06-090-06-04.png,on,iam,train
data/iam/iam_words/words\e02\e02-082\e02-082-00-00.png,This,iam,train
data/iam/iam_words/words\c02\c02-035\c02-035-02-09.png,feat,iam,train
data/iam/iam_words/words\a01\a01-026x\a01-026x-07-03.png,Welensky,iam,train
data/iam/iam_words/words\e04\e04-083\e04-083-02-10.png,mould,iam,train
data/iam/iam_words/words\b03\b03-025\b03-025-01-03.png,go,iam,train
data/iam/iam_words/words\c03\c03-096d\c03-096d-00-03.png,actions,iam,train
data/iam/iam_words/words\d01\d01-085\d01-085-04-00.png,columns,iam,train
data/iam/iam_words/words\a03\a03-037\a03-037-02-02.png,four,iam,train
data/iam/iam_words/words\a03\a03-047\a03-047-06-04.png,or,iam,train
data/iam/iam_words/words\b01\b01-023\b01-023-04-06.png,discrimination,iam,train
data/iam/iam_words/words\b06\b06-064\b06-064-02-05.png,details,iam,train
data/iam/iam_words/words\c06\c06-011\c06-011-04-00.png,and,iam,train
data/iam/iam_words/words\b01\b01-027\b01-027-01-02.png,their,iam,train
data/iam/iam_words/words\c03\c03-094a\c03-094a-03-06.png,by,iam,train
data/iam/iam_words/words\c03\c03-000e\c03-000e-01-07.png,the,iam,train
data/iam/iam_words/words\a01\a01-063x\a01-063x-00-02.png,said,iam,train
data/iam/iam_words/words\d07\d07-082\d07-082-04-06.png,not,iam,train
data/iam/iam_words/words\c02\c02-059\c02-059-05-03.png,at,iam,train
data/synthetic/images/synth_00124.png,Tab. Cetirizine 10mg OD HS,synthetic,train
data/iam/iam_words/words\a01\a01-128u\a01-128u-04-01.png,of,iam,train
data/iam/iam_words/words\b06\b06-008\b06-008-09-00.png,United,iam,train
data/iam/iam_words/words\e06\e06-037\e06-037-10-00.png,them,iam,train
data/iam/iam_words/words\d07\d07-100\d07-100-01-01.png,then,iam,train
data/iam/iam_words/words\a03\a03-037\a03-037-05-08.png,other,iam,train
data/iam/iam_words/words\b04\b04-010\b04-010-08-02.png,Never,iam,train
data/iam/iam_words/words\e04\e04-038\e04-038-01-13.png,well,iam,train
data/iam/iam_words/words\a06\a06-064\a06-064-08-03.png,will,iam,train
data/iam/iam_words/words\b02\b02-013\b02-013-06-00.png,Kennedy's,iam,train
data/iam/iam_words/words\b06\b06-071\b06-071-03-01.png,to,iam,train
data/iam/iam_words/words\a01\a01-077\a01-077-04-04.png,not,iam,train
data/iam/iam_words/words\a01\a01-030x\a01-030x-02-06.png,yesterday,iam,train
data/iam/iam_words/words\c02\c02-022\c02-022-00-05.png,on,iam,train
data/iam/iam_words/words\b05\b05-074\b05-074-08-02.png,like,iam,train
data/iam/iam_words/words\c03\c03-094f\c03-094f-00-06.png,is,iam,train
data/iam/iam_words/words\a05\a05-053\a05-053-03-06.png,situation,iam,train
data/iam/iam_words/words\b01\b01-122\b01-122-01-08.png,this,iam,train
data/iam/iam_words/words\b04\b04-128\b04-128-00-12.png,industry,iam,train
data/iam/iam_words/words\a03\a03-011\a03-011-03-08.png,between,iam,train
data/iam/iam_words/words\b06\b06-100\b06-100-07-06.png,80,iam,train
data/iam/iam_words/words\e07\e07-003\e07-003-07-08.png,and,iam,train
data/iam/iam_words/words\b06\b06-082\b06-082-02-07.png,also,iam,train
data/iam/iam_words/words\e04\e04-109\e04-109-00-10.png,or,iam,train
data/iam/iam_words/words\a04\a04-023\a04-023-04-08.png,Vienna,iam,train
data/iam/iam_words/words\e07\e07-012\e07-012-05-02.png,adult,iam,train
data/iam/iam_words/words\a04\a04-066\a04-066-04-05.png,nuclear,iam,train
data/iam/iam_words/words\c03\c03-094a\c03-094a-01-05.png,Allen,iam,train
data/iam/iam_words/words\a04\a04-099\a04-099-06-02.png,American,iam,train
data/synthetic/images/synth_00091.png,Tab. Azithromycin 500mg OD x 3d,synthetic,train
data/iam/iam_words/words\e01\e01-059\e01-059-06-05.png,or,iam,train
data/iam/iam_words/words\d06\d06-107\d06-107-06-06.png,getting,iam,train
data/iam/iam_words/words\b03\b03-114\b03-114-02-04.png,alter,iam,train
data/iam/iam_words/words\a04\a04-003\a04-003-00-01.png,arose,iam,train
data/iam/iam_words/words\c04\c04-023\c04-023-01-04.png,yarn,iam,train
data/iam/iam_words/words\b04\b04-096\b04-096-00-05.png,per,iam,train
data/iam/iam_words/words\a02\a02-000\a02-000-04-04.png,last,iam,train
data/iam/iam_words/words\a06\a06-004\a06-004-07-02.png,dealers,iam,train
data/iam/iam_words/words\e04\e04-058\e04-058-01-08.png,lumber,iam,train
data/iam/iam_words/words\d06\d06-050\d06-050-00-03.png,necessarily,iam,train
data/synthetic/images/synth_00941.png,Tab. Pantoprazole 40mg OD ac,synthetic,train
data/iam/iam_words/words\c03\c03-081c\c03-081c-04-00.png,enigma,iam,train
data/iam/iam_words/words\b06\b06-056\b06-056-07-02.png,that,iam,train
data/iam/iam_words/words\e04\e04-030\e04-030-01-04.png,arms,iam,train
data/iam/iam_words/words\a04\a04-089\a04-089-01-01.png,100,iam,train
data/iam/iam_words/words\a01\a01-038x\a01-038x-02-07.png,were,iam,train
data/iam/iam_words/words\c04\c04-013\c04-013-06-00.png,title,iam,train
data/iam/iam_words/words\d06\d06-008\d06-008-05-02.png,forty,iam,train
data/iam/iam_words/words\a01\a01-014\a01-014-02-06.png,night,iam,train
data/iam/iam_words/words\a01\a01-117\a01-117-09-06.png,years,iam,train
data/iam/iam_words/words\e07\e07-007\e07-007-02-06.png,their,iam,train
data/iam/iam_words/words\e06\e06-026\e06-026-07-05.png,bringing,iam,train
data/iam/iam_words/words\a02\a02-053\a02-053-06-02.png,It,iam,train
data/iam/iam_words/words\e01\e01-018\e01-018-05-02.png,for,iam,train
data/iam/iam_words/words\d04\d04-053\d04-053-06-00.png,eat,iam,train
data/iam/iam_words/words\b01\b01-079\b01-079-10-07.png,political,iam,train
data/iam/iam_words/words\c03\c03-084c\c03-084c-06-02.png,power,iam,train
data/iam/iam_words/words\d04\d04-028\d04-028-02-05.png,if,iam,train
data/iam/iam_words/words\a01\a01-063\a01-063-05-01.png,in,iam,train
data/iam/iam_words/words\d06\d06-000\d06-000-06-04.png,with,iam,train
data/iam/iam_words/words\a05\a05-084\a05-084-00-05.png,seriousness,iam,train
data/iam/iam_words/words\b06\b06-056\b06-056-05-02.png,of,iam,train
data/iam/iam_words/words\a02\a02-111\a02-111-00-05.png,remain,iam,train
data/iam/iam_words/words\a01\a01-053x\a01-053x-06-06.png,Senator,iam,train
data/iam/iam_words/words\a01\a01-011u\a01-011u-03-01.png,National,iam,train
data/iam/iam_words/words\c06\c06-005\c06-005-06-00.png,brandy,iam,train
data/iam/iam_words/words\c04\c04-017\c04-017-02-08.png,into,iam,train
data/iam/iam_words/words\c04\c04-008\c04-008-03-07.png,chance,iam,train
data/iam/iam_words/words\a01\a01-043x\a01-043x-00-00.png,Informal,iam,train
data/iam/iam_words/words\a04\a04-069\a04-069-05-06.png,in,iam,train
data/iam/iam_words/words\e01\e01-113\e01-113-04-10.png,hold,iam,train
data/iam/iam_words/words\c03\c03-000b\c03-000b-01-04.png,at,iam,train
data/iam/iam_words/words\a01\a01-102\a01-102-05-04.png,noble,iam,train
data/iam/iam_words/words\b04\b04-169\b04-169-01-05.png,for,iam,train
data/iam/iam_words/words\c03\c03-007\c03-007-02-06.png,The,iam,train
data/iam/iam_words/words\c03\c03-021c\c03-021c-03-01.png,to,iam,train
data/iam/iam_words/words\b06\b06-064\b06-064-04-06.png,active,iam,train
data/iam/iam_words/words\b06\b06-023\b06-023-06-07.png,Matador,iam,train
data/iam/iam_words/words\a01\a01-026x\a01-026x-02-02.png,negotiations,iam,train
data/iam/iam_words/words\b01\b01-014\b01-014-05-03.png,will,iam,train
data/iam/iam_words/words\a01\a01-091u\a01-091u-01-05.png,in,iam,train
data/iam/iam_words/words\c03\c03-003a\c03-003a-07-08.png,create,iam,train
data/iam/iam_words/words\b06\b06-027\b06-027-01-03.png,halfway,iam,train
data/iam/iam_words/words\d06\d06-063\d06-063-00-02.png,days,iam,train
data/iam/iam_words/words\b05\b05-038\b05-038-04-03.png,firm,iam,train
data/iam/iam_words/words\d05\d05-008\d05-008-01-03.png,He,iam,train
data/iam/iam_words/words\c03\c03-016b\c03-016b-04-01.png,sex,iam,train
data/iam/iam_words/words\a04\a04-003\a04-003-04-04.png,accept,iam,train
data/iam/iam_words/words\a04\a04-031\a04-031-03-02.png,writes,iam,train
data/iam/iam_words/words\b03\b03-098\b03-098-07-04.png,taken,iam,train
data/iam/iam_words/words\b03\b03-109\b03-109-00-08.png,is,iam,train
data/iam/iam_words/words\a04\a04-072\a04-072-10-07.png,Cooper,iam,train
data/iam/iam_words/words\e04\e04-019\e04-019-04-04.png,to,iam,train
data/iam/iam_words/words\e01\e01-055\e01-055-00-01.png,can,iam,train
data/iam/iam_words/words\d04\d04-008\d04-008-04-08.png,this,iam,train
data/iam/iam_words/words\e04\e04-038\e04-038-03-00.png,material,iam,train
data/iam/iam_words/words\b03\b03-109\b03-109-08-01.png,of,iam,train
data/iam/iam_words/words\b04\b04-195\b04-195-02-02.png,the,iam,train
data/iam/iam_words/words\c02\c02-003\c02-003-06-00.png,film,iam,train
data/iam/iam_words/words\a03\a03-030\a03-030-00-03.png,it,iam,train
data/iam/iam_words/words\a01\a01-020x\a01-020x-06-04.png,The,iam,train
data/iam/iam_words/words\a03\a03-080\a03-080-03-05.png,been,iam,train
data/iam/iam_words/words\a05\a05-000\a05-000-05-02.png,men,iam,train
data/iam/iam_words/words\c03\c03-081a\c03-081a-03-04.png,her,iam,train
data/iam/iam_words/words\a01\a01-011u\a01-011u-04-00.png,meet,iam,train
data/iam/iam_words/words\a04\a04-047\a04-047-04-05.png,Polaris,iam,train
data/iam/iam_words/words\b01\b01-027\b01-027-07-03.png,and,iam,train
data/iam/iam_words/words\b02\b02-045\b02-045-01-08.png,in,iam,train
data/iam/iam_words/words\c03\c03-021c\c03-021c-06-00.png,shares,iam,train
data/iam/iam_words/words\c03\c03-081c\c03-081c-06-07.png,and,iam,train
data/iam/iam_words/words\c03\c03-081e\c03-081e-04-06.png,seen,iam,train
data/iam/iam_words/words\a01\a01-128u\a01-128u-08-06.png,of,iam,train
data/iam/iam_words/words\c04\c04-061\c04-061-05-01.png,needed,iam,train
data/iam/iam_words/words\a03\a03-027\a03-027-00-04.png,yesterday,iam,train
data/iam/iam_words/words\a05\a05-022\a05-022-04-05.png,Mr.,iam,train
data/iam/iam_words/words\a04\a04-019\a04-019-04-03.png,and,iam,train
data/iam/iam_words/words\a01\a01-107\a01-107-01-07.png,one,iam,train
data/iam/iam_words/words\b06\b06-110\b06-110-02-07.png,board,iam,train
data/iam/iam_words/words\e07\e07-072\e07-072-01-08.png,pots,iam,train
data/iam/iam_words/words\a06\a06-110\a06-110-04-06.png,the,iam,train
data/iam/iam_words/words\c04\c04-098\c04-098-04-08.png,Elvis,iam,train
data/iam/iam_words/words\c03\c03-094f\c03-094f-02-00.png,always,iam,train
data/iam/iam_words/words\a03\a03-037\a03-037-05-09.png,two,iam,train
data/iam/iam_words/words\a01\a01-049\a01-049-08-05.png,sent,iam,train
data/iam/iam_words/words\b05\b05-042\b05-042-04-03.png,craftsman,iam,train
data/iam/iam_words/words\a01\a01-072x\a01-072x-03-08.png,to,iam,train
data/iam/iam_words/words\a01\a01-117\a01-117-04-01.png,Mr.,iam,train
data/iam/iam_words/words\a06\a06-044\a06-044-04-10.png,of,iam,train
data/iam/iam_words/words\c04\c04-017\c04-017-02-04.png,before,iam,train
data/iam/iam_words/words\e01\e01-050\e01-050-06-07.png,was,iam,train
data/iam/iam_words/words\b04\b04-175\b04-175-03-00.png,country's,iam,train
data/iam/iam_words/words\d04\d04-021\d04-021-03-07.png,the,iam,train
data/iam/iam_words/words\e07\e07-066\e07-066-06-05.png,one,iam,train
data/iam/iam_words/words\d06\d06-027\d06-027-04-09.png,are,iam,train
data/iam/iam_words/words\a05\a05-108\a05-108-07-02.png,on,iam,train
data/iam/iam_words/words\c02\c02-035\c02-035-01-12.png,deeply,iam,train
data/iam/iam_words/words\c03\c03-087f\c03-087f-06-05.png,if,iam,train
data/iam/iam_words/words\c03\c03-000d\c03-000d-02-00.png,Square,iam,train
data/iam/iam_words/words\a05\a05-099\a05-099-03-04.png,out,iam,train
data/iam/iam_words/words\c04\c04-139\c04-139-05-05.png,Welensky,iam,train
data/iam/iam_words/words\e06\e06-015\e06-015-09-06.png,the,iam,train
data/iam/iam_words/words\a01\a01-030\a01-030-00-01.png,Rhodesia,iam,train
data/iam/iam_words/words\b01\b01-132\b01-132-04-06.png,that,iam,train
data/iam/iam_words/words\c06\c06-011\c06-011-06-03.png,couple,iam,train
data/iam/iam_words/words\c06\c06-020\c06-020-06-07.png,live,iam,train
data/iam/iam_words/words\c06\c06-011\c06-011-04-05.png,pluckily,iam,train
data/iam/iam_words/words\b05\b05-042\b05-042-07-03.png,manufacturing,iam,train
data/iam/iam_words/words\b05\b05-071\b05-071-02-01.png,used,iam,train
